founded_year,founder_education_score,article_mentions,sentiment_score,countries_operating,recent_milestone,description,startup_id,problem_addressed,key_metrics,country,founder_network_score,valuation_usd,user_satisfaction_score,market_size_estimate,sector,months_in_operation,keyword_relevance_score,customer_testimonials,investor_readiness_score,social_media_followers,founder_name,founder_experience_years,media_coverage_count,problem_country_alignment,team_size,data_source,startup_name,funding_raised
2018,7.8,10,0.9,4,Raised $1.0M in recent funding round,Innovative logistech startup addressing digital payment in Cameroon,SYNTH_0397,Digital Payment,"Operating in 4 countries, 16 team members",Cameroon,5.6,9616601,8.84,6550504,LogisTech,161,5.87,10,75.21,698,Founder_0397,1.6,3,7.93,16,synthetic,Startup_0397,1010064
2023,7.8,6,1.0,2,Raised $0.3M in recent funding round,Innovative insurtech startup addressing digital payment in Cameroon,SYNTH_0398,Digital Payment,"Operating in 2 countries, 27 team members",Cameroon,7.6,2544067,8.89,4631098,InsurTech,31,10.0,10,100.0,2148,Founder_0398,3.0,5,5.49,27,synthetic,Startup_0398,287058
2018,5.4,12,0.7,3,Raised $1.4M in recent funding round,Innovative logistech startup addressing digital payment in Ghana,SYNTH_0399,Digital Payment,"Operating in 3 countries, 21 team members",Ghana,5.0,11825284,4.8,4755500,LogisTech,32,6.71,10,74.71,4499,Founder_0399,6.3,7,7.95,21,synthetic,Startup_0399,1408266
2019,7.4,11,0.4,1,Raised $10.2M in recent funding round,Innovative logistech startup addressing digital payment in Rwanda,SYNTH_0400,Digital Payment,"Operating in 1 countries, 30 team members",Rwanda,7.7,97333734,8.37,7050656,LogisTech,22,9.12,8,87.53,1750,Founder_0400,2.6,3,7.54,30,synthetic,Startup_0400,10153738
2023,8.9,9,0.6,4,Raised $6.2M in recent funding round,Innovative ai/ml startup addressing women empowerment in Nigeria,SYNTH_0401,Women Empowerment,"Operating in 4 countries, 34 team members",Nigeria,6.3,28179471,8.78,946130,AI/ML,30,6.47,11,79.75,670,Founder_0401,2.2,12,6.58,34,synthetic,Startup_0401,6171791
2019,4.5,10,0.3,1,Raised $4.1M in recent funding round,Innovative cleantech startup addressing youth employment in Senegal,SYNTH_0402,Youth Employment,"Operating in 1 countries, 31 team members",Senegal,3.4,29584617,6.16,2697134,CleanTech,6,8.96,9,100.0,2130,Founder_0402,18.0,9,6.83,31,synthetic,Startup_0402,4090678
2022,6.9,9,0.5,4,Raised $0.4M in recent funding round,Innovative logistech startup addressing financial inclusion in Uganda,SYNTH_0403,Financial Inclusion,"Operating in 4 countries, 15 team members",Uganda,5.6,3281559,7.29,5395847,LogisTech,24,8.95,8,100.0,11859,Founder_0403,6.6,3,5.84,15,synthetic,Startup_0403,431756
2023,8.0,10,1.0,5,Raised $3.2M in recent funding round,Innovative healthtech startup addressing education gap in Cameroon,SYNTH_0404,Education Gap,"Operating in 5 countries, 29 team members",Cameroon,7.3,10040337,6.24,552433855,HealthTech,18,8.38,6,83.37,25464,Founder_0404,0.5,7,6.59,29,synthetic,Startup_0404,3248062
2016,7.5,7,1.0,1,Raised $5.9M in recent funding round,Innovative ai/ml startup addressing education gap in Ghana,SYNTH_0405,Education Gap,"Operating in 1 countries, 33 team members",Ghana,2.7,56066601,6.44,1031146,AI/ML,15,7.32,10,61.09,534,Founder_0405,5.7,5,7.0,33,synthetic,Startup_0405,5880944
2023,6.2,8,0.6,1,Raised $27.2M in recent funding round,Innovative cleantech startup addressing education gap in Ghana,SYNTH_0406,Education Gap,"Operating in 1 countries, 19 team members",Ghana,6.9,201660657,7.89,24381188,CleanTech,6,9.25,5,45.42,3577,Founder_0406,2.4,7,6.25,19,synthetic,Startup_0406,27196283
2019,6.2,12,0.8,1,Raised $9.7M in recent funding round,Innovative fintech startup addressing energy access in Nigeria,SYNTH_0407,Energy Access,"Operating in 1 countries, 31 team members",Nigeria,2.8,59780124,6.62,14017703,FinTech,22,8.56,13,96.15,5152,Founder_0407,3.1,8,8.04,31,synthetic,Startup_0407,9692163
2019,9.1,11,0.7,3,Raised $0.9M in recent funding round,Innovative agritech startup addressing women empowerment in Tanzania,SYNTH_0408,Women Empowerment,"Operating in 3 countries, 32 team members",Tanzania,7.3,7227396,7.49,2533383,AgriTech,99,8.5,10,100.0,9962,Founder_0408,12.6,5,8.64,32,synthetic,Startup_0408,852753
2020,8.3,4,0.8,3,Raised $52.6M in recent funding round,Innovative healthtech startup addressing supply chain in Kenya,SYNTH_0409,Supply Chain,"Operating in 3 countries, 24 team members",Kenya,8.9,280916421,6.05,5212050,HealthTech,12,7.81,4,83.19,106188,Founder_0409,3.0,10,6.24,24,synthetic,Startup_0409,52591757
2020,8.2,9,0.8,1,Raised $5.9M in recent funding round,Innovative blockchain startup addressing agricultural efficiency in Rwanda,SYNTH_0410,Agricultural Efficiency,"Operating in 1 countries, 28 team members",Rwanda,6.9,54440419,6.53,718500,Blockchain,12,7.36,12,83.12,14195,Founder_0410,9.5,3,5.59,28,synthetic,Startup_0410,5895340
2015,8.1,11,0.7,7,Raised $4.9M in recent funding round,Innovative cleantech startup addressing financial inclusion in Ghana,SYNTH_0411,Financial Inclusion,"Operating in 7 countries, 17 team members",Ghana,5.6,48407313,8.62,135701235,CleanTech,6,10.0,11,71.55,4084,Founder_0411,0.4,9,8.18,17,synthetic,Startup_0411,4925786
2018,6.9,7,0.7,1,Raised $0.5M in recent funding round,Innovative edtech startup addressing rural connectivity in Tanzania,SYNTH_0412,Rural Connectivity,"Operating in 1 countries, 25 team members",Tanzania,7.1,4895405,8.13,75153007,EdTech,37,6.2,7,62.0,1945,Founder_0412,9.3,8,7.17,25,synthetic,Startup_0412,525707
2023,6.1,11,0.9,2,Raised $8.5M in recent funding round,Innovative agritech startup addressing digital payment in Rwanda,SYNTH_0413,Digital Payment,"Operating in 2 countries, 29 team members",Rwanda,5.1,42277326,5.47,9441669,AgriTech,44,6.16,4,76.1,319,Founder_0413,3.9,9,5.57,29,synthetic,Startup_0413,8538982
2023,8.7,9,0.7,1,Raised $21.8M in recent funding round,Innovative fintech startup addressing digital payment in Ghana,SYNTH_0414,Digital Payment,"Operating in 1 countries, 24 team members",Ghana,7.5,218317513,8.07,28792261,FinTech,48,6.63,3,59.75,78671,Founder_0414,4.0,8,4.93,24,synthetic,Startup_0414,21847938
2021,4.8,8,0.5,1,Raised $11.4M in recent funding round,Innovative e-commerce startup addressing women empowerment in Ghana,SYNTH_0415,Women Empowerment,"Operating in 1 countries, 21 team members",Ghana,5.8,39516957,7.47,1731349,E-commerce,18,9.88,5,100.0,16187,Founder_0415,2.9,5,8.44,21,synthetic,Startup_0415,11432225
2019,6.3,8,1.0,2,Raised $6.4M in recent funding round,Innovative blockchain startup addressing youth employment in Rwanda,SYNTH_0416,Youth Employment,"Operating in 2 countries, 25 team members",Rwanda,3.6,45547919,7.24,1371978,Blockchain,16,6.64,5,66.39,4527,Founder_0416,1.0,3,6.27,25,synthetic,Startup_0416,6363139
2015,5.8,14,0.8,1,Raised $2.5M in recent funding round,Innovative healthtech startup addressing youth employment in Cameroon,SYNTH_0417,Youth Employment,"Operating in 1 countries, 22 team members",Cameroon,7.3,9849667,7.98,32187454,HealthTech,6,7.42,5,22.8,2909,Founder_0417,0.1,6,7.26,22,synthetic,Startup_0417,2531891
2023,7.1,10,0.5,2,Raised $3.2M in recent funding round,Innovative blockchain startup addressing education gap in Tanzania,SYNTH_0418,Education Gap,"Operating in 2 countries, 33 team members",Tanzania,3.8,18773151,8.35,1950203,Blockchain,12,8.09,6,77.91,2058,Founder_0418,15.5,6,7.81,33,synthetic,Startup_0418,3181654
2018,7.3,9,0.7,1,Raised $3.2M in recent funding round,Innovative fintech startup addressing agricultural efficiency in Senegal,SYNTH_0419,Agricultural Efficiency,"Operating in 1 countries, 26 team members",Senegal,8.5,26437079,7.26,3269122,FinTech,28,7.88,13,100.0,4056,Founder_0419,8.3,5,7.1,26,synthetic,Startup_0419,3241009
2019,7.5,6,0.7,1,Raised $8.8M in recent funding round,Innovative healthtech startup addressing digital payment in Zimbabwe,SYNTH_0420,Digital Payment,"Operating in 1 countries, 26 team members",Zimbabwe,10.0,65455825,7.71,76441924,HealthTech,11,8.77,7,62.9,2411,Founder_0420,1.6,4,7.01,26,synthetic,Startup_0420,8770038
2015,7.2,11,0.5,2,Raised $13.1M in recent funding round,Innovative ai/ml startup addressing energy access in Tanzania,SYNTH_0421,Energy Access,"Operating in 2 countries, 26 team members",Tanzania,7.0,60577907,7.61,5740529,AI/ML,72,8.32,4,100.0,1124,Founder_0421,12.1,9,7.8,26,synthetic,Startup_0421,13087500
2019,5.2,7,0.8,1,Raised $2.5M in recent funding round,Innovative fintech startup addressing agricultural efficiency in Uganda,SYNTH_0422,Agricultural Efficiency,"Operating in 1 countries, 29 team members",Uganda,5.6,15018551,9.51,25083783,FinTech,110,7.02,11,61.48,17173,Founder_0422,2.8,3,7.03,29,synthetic,Startup_0422,2545417
2022,7.8,7,0.6,2,Raised $5.6M in recent funding round,Innovative fintech startup addressing healthcare access in Nigeria,SYNTH_0423,Healthcare Access,"Operating in 2 countries, 30 team members",Nigeria,6.0,38620475,6.26,11015562,FinTech,6,7.03,5,79.23,1303,Founder_0423,4.7,11,7.79,30,synthetic,Startup_0423,5577619
2019,8.3,6,0.4,9,Raised $1.0M in recent funding round,Innovative edtech startup addressing agricultural efficiency in Kenya,SYNTH_0424,Agricultural Efficiency,"Operating in 9 countries, 27 team members",Kenya,5.8,7158756,7.27,12792297,EdTech,30,7.34,4,100.0,26121,Founder_0424,1.9,4,5.47,27,synthetic,Startup_0424,1040801
2020,9.0,8,0.6,1,Raised $2.9M in recent funding round,Innovative edtech startup addressing energy access in Zimbabwe,SYNTH_0425,Energy Access,"Operating in 1 countries, 32 team members",Zimbabwe,6.4,27789502,8.3,34753732,EdTech,6,7.48,10,95.75,350,Founder_0425,1.5,4,6.14,32,synthetic,Startup_0425,2884394
2018,6.6,5,0.8,5,Raised $1.4M in recent funding round,Innovative edtech startup addressing financial inclusion in Kenya,SYNTH_0426,Financial Inclusion,"Operating in 5 countries, 22 team members",Kenya,6.8,13347871,8.26,20778015,EdTech,9,6.22,10,47.72,867,Founder_0426,2.7,6,7.88,22,synthetic,Startup_0426,1351733
2016,8.6,8,1.0,1,Raised $0.2M in recent funding round,Innovative e-commerce startup addressing education gap in Senegal,SYNTH_0427,Education Gap,"Operating in 1 countries, 22 team members",Senegal,6.0,1790752,5.78,25018902,E-commerce,28,6.87,11,87.8,32026,Founder_0427,0.2,2,5.56,22,synthetic,Startup_0427,201737
2015,3.7,9,0.7,2,Raised $36.6M in recent funding round,Innovative cleantech startup addressing youth employment in Rwanda,SYNTH_0428,Youth Employment,"Operating in 2 countries, 18 team members",Rwanda,7.1,229176831,8.41,297358881,CleanTech,39,7.93,8,100.0,3401,Founder_0428,3.6,5,5.71,18,synthetic,Startup_0428,36625077
2017,6.4,5,0.9,3,Raised $0.6M in recent funding round,Innovative insurtech startup addressing agricultural efficiency in Kenya,SYNTH_0429,Agricultural Efficiency,"Operating in 3 countries, 24 team members",Kenya,5.7,1963489,5.99,1072046,InsurTech,24,6.81,7,55.15,13103,Founder_0429,0.0,5,6.46,24,synthetic,Startup_0429,612760
2019,8.7,10,0.7,4,Raised $4.4M in recent funding round,Innovative edtech startup addressing healthcare access in South Africa,SYNTH_0430,Healthcare Access,"Operating in 4 countries, 24 team members",South Africa,8.9,34626807,8.69,31627170,EdTech,70,6.5,13,68.11,557,Founder_0430,2.9,5,4.74,24,synthetic,Startup_0430,4386314
2015,6.8,4,0.9,5,Raised $22.5M in recent funding round,Innovative cleantech startup addressing financial inclusion in Tanzania,SYNTH_0431,Financial Inclusion,"Operating in 5 countries, 31 team members",Tanzania,6.4,194435350,7.3,27085067,CleanTech,29,8.78,8,95.42,485,Founder_0431,9.3,7,8.33,31,synthetic,Startup_0431,22484100
2023,6.6,12,0.6,3,Raised $5.2M in recent funding round,Innovative insurtech startup addressing education gap in Tanzania,SYNTH_0432,Education Gap,"Operating in 3 countries, 26 team members",Tanzania,6.0,34528466,9.81,4945838,InsurTech,57,9.8,7,89.07,23492,Founder_0432,2.2,8,6.67,26,synthetic,Startup_0432,5198669
2015,7.3,9,0.8,2,Raised $0.9M in recent funding round,Innovative e-commerce startup addressing financial inclusion in Zimbabwe,SYNTH_0433,Financial Inclusion,"Operating in 2 countries, 34 team members",Zimbabwe,9.3,5553634,8.56,37931701,E-commerce,69,6.76,10,93.32,1844,Founder_0433,0.7,2,7.56,34,synthetic,Startup_0433,941057
2017,4.0,13,0.7,1,Raised $1.2M in recent funding round,Innovative cleantech startup addressing agricultural efficiency in Ghana,SYNTH_0434,Agricultural Efficiency,"Operating in 1 countries, 29 team members",Ghana,7.0,5411787,7.95,6706612,CleanTech,94,7.17,6,75.82,100,Founder_0434,1.1,5,8.14,29,synthetic,Startup_0434,1210548
2021,6.9,13,0.5,1,Raised $48.0M in recent funding round,Innovative ai/ml startup addressing healthcare access in South Africa,SYNTH_0435,Healthcare Access,"Operating in 1 countries, 31 team members",South Africa,6.8,221586917,5.35,8120251,AI/ML,6,7.46,7,66.28,125,Founder_0435,1.4,8,4.84,31,synthetic,Startup_0435,48039757
2021,9.3,5,0.6,4,Raised $10.2M in recent funding round,Innovative blockchain startup addressing education gap in Cameroon,SYNTH_0436,Education Gap,"Operating in 4 countries, 31 team members",Cameroon,4.4,88920955,8.26,36267936,Blockchain,52,5.69,8,54.01,2175,Founder_0436,1.4,8,4.77,31,synthetic,Startup_0436,10194995
2017,4.3,5,0.7,4,Raised $0.5M in recent funding round,Innovative edtech startup addressing financial inclusion in Ghana,SYNTH_0437,Financial Inclusion,"Operating in 4 countries, 30 team members",Ghana,5.4,2273147,6.42,41709844,EdTech,210,8.01,12,82.76,10251,Founder_0437,20.0,6,6.62,30,synthetic,Startup_0437,475107
2019,6.9,9,0.8,1,Raised $0.8M in recent funding round,Innovative agritech startup addressing financial inclusion in Senegal,SYNTH_0438,Financial Inclusion,"Operating in 1 countries, 16 team members",Senegal,6.9,7666072,6.57,6513093,AgriTech,36,7.62,4,87.32,8611,Founder_0438,1.6,2,7.69,16,synthetic,Startup_0438,817458
2016,6.8,7,0.4,1,Raised $0.8M in recent funding round,Innovative edtech startup addressing financial inclusion in Senegal,SYNTH_0439,Financial Inclusion,"Operating in 1 countries, 22 team members",Senegal,5.8,7810806,7.79,2727613,EdTech,23,8.41,7,59.99,692,Founder_0439,4.2,6,6.46,22,synthetic,Startup_0439,795170
2020,5.2,1,1.0,1,Raised $3.7M in recent funding round,Innovative e-commerce startup addressing digital payment in Tanzania,SYNTH_0440,Digital Payment,"Operating in 1 countries, 21 team members",Tanzania,7.6,24742137,7.28,12773362,E-commerce,12,3.25,4,57.35,3219,Founder_0440,11.2,8,4.62,21,synthetic,Startup_0440,3744861
2019,9.6,10,0.8,2,Raised $0.2M in recent funding round,Innovative blockchain startup addressing digital payment in Kenya,SYNTH_0441,Digital Payment,"Operating in 2 countries, 17 team members",Kenya,7.5,2223307,6.33,26251837,Blockchain,43,7.42,9,87.11,534,Founder_0441,4.5,3,4.95,17,synthetic,Startup_0441,233798
2023,10.0,9,0.7,2,Raised $2.6M in recent funding round,Innovative edtech startup addressing rural connectivity in Rwanda,SYNTH_0442,Rural Connectivity,"Operating in 2 countries, 29 team members",Rwanda,6.2,20444530,8.17,3093362,EdTech,101,8.25,10,72.95,655,Founder_0442,6.7,6,5.46,29,synthetic,Startup_0442,2554419
2015,8.8,9,0.4,1,Raised $2.5M in recent funding round,Innovative logistech startup addressing agricultural efficiency in Nigeria,SYNTH_0443,Agricultural Efficiency,"Operating in 1 countries, 32 team members",Nigeria,7.6,17837261,6.03,178835497,LogisTech,28,7.22,13,75.93,305,Founder_0443,0.8,8,8.08,32,synthetic,Startup_0443,2496809
2022,5.6,11,1.0,1,Raised $3.9M in recent funding round,Innovative cleantech startup addressing financial inclusion in Rwanda,SYNTH_0444,Financial Inclusion,"Operating in 1 countries, 35 team members",Rwanda,3.9,22883708,5.29,9298865,CleanTech,15,7.99,8,55.86,3018,Founder_0444,1.1,8,7.04,35,synthetic,Startup_0444,3948920
2021,7.3,12,0.6,1,Raised $31.0M in recent funding round,Innovative fintech startup addressing education gap in Zimbabwe,SYNTH_0445,Education Gap,"Operating in 1 countries, 26 team members",Zimbabwe,3.7,300215679,7.33,11454613,FinTech,6,6.08,7,100.0,502,Founder_0445,2.9,10,6.47,26,synthetic,Startup_0445,31011771
2023,6.5,9,0.7,1,Raised $7.2M in recent funding round,Innovative cleantech startup addressing energy access in Rwanda,SYNTH_0446,Energy Access,"Operating in 1 countries, 25 team members",Rwanda,5.0,42462632,6.39,41329914,CleanTech,45,6.88,6,57.7,3778,Founder_0446,4.5,9,7.91,25,synthetic,Startup_0446,7180013
2018,7.6,11,0.6,5,Raised $2.5M in recent funding round,Innovative healthtech startup addressing youth employment in Uganda,SYNTH_0447,Youth Employment,"Operating in 5 countries, 34 team members",Uganda,7.2,7688009,6.46,4930682,HealthTech,36,7.53,12,72.65,218,Founder_0447,17.3,5,5.26,34,synthetic,Startup_0447,2504878
2021,8.3,4,0.9,1,Raised $0.8M in recent funding round,Innovative e-commerce startup addressing agricultural efficiency in South Africa,SYNTH_0448,Agricultural Efficiency,"Operating in 1 countries, 24 team members",South Africa,6.9,5055617,6.51,5600188,E-commerce,6,6.69,7,43.68,2825,Founder_0448,2.3,4,7.02,24,synthetic,Startup_0448,802477
2016,6.2,5,0.6,4,Raised $0.2M in recent funding round,Innovative e-commerce startup addressing agricultural efficiency in Uganda,SYNTH_0449,Agricultural Efficiency,"Operating in 4 countries, 35 team members",Uganda,4.9,631123,6.69,1073783,E-commerce,32,6.56,10,78.55,643,Founder_0449,6.6,9,6.32,35,synthetic,Startup_0449,164290
2020,8.1,11,0.5,1,Raised $2.8M in recent funding round,Innovative fintech startup addressing supply chain in Tanzania,SYNTH_0450,Supply Chain,"Operating in 1 countries, 22 team members",Tanzania,6.1,17620684,6.85,12496177,FinTech,31,6.22,9,100.0,5084,Founder_0450,6.2,7,4.46,22,synthetic,Startup_0450,2785093
2017,7.1,5,0.7,1,Raised $1.2M in recent funding round,Innovative healthtech startup addressing supply chain in Uganda,SYNTH_0451,Supply Chain,"Operating in 1 countries, 28 team members",Uganda,7.2,9910907,7.36,6830650,HealthTech,6,8.95,11,82.28,1108,Founder_0451,6.2,7,7.95,28,synthetic,Startup_0451,1216794
2023,4.3,7,0.6,1,Raised $1.0M in recent funding round,Innovative agritech startup addressing education gap in Uganda,SYNTH_0452,Education Gap,"Operating in 1 countries, 29 team members",Uganda,6.8,8121010,6.32,2338583,AgriTech,6,6.41,5,85.11,10160,Founder_0452,6.3,8,6.17,29,synthetic,Startup_0452,1038382
2022,8.6,5,0.8,2,Raised $2.0M in recent funding round,Innovative healthtech startup addressing supply chain in Ghana,SYNTH_0453,Supply Chain,"Operating in 2 countries, 27 team members",Ghana,6.6,17578186,8.22,1086149,HealthTech,92,8.37,7,59.43,986,Founder_0453,0.5,4,7.25,27,synthetic,Startup_0453,1982723
2015,6.6,10,0.6,4,Raised $11.2M in recent funding round,Innovative healthtech startup addressing youth employment in Senegal,SYNTH_0454,Youth Employment,"Operating in 4 countries, 25 team members",Senegal,5.9,47507472,6.79,47097253,HealthTech,17,7.17,8,90.97,346,Founder_0454,8.0,11,6.17,25,synthetic,Startup_0454,11205446
2022,8.9,11,0.6,2,Raised $0.5M in recent funding round,Innovative insurtech startup addressing education gap in Ghana,SYNTH_0455,Education Gap,"Operating in 2 countries, 29 team members",Ghana,7.4,2511776,6.12,2807229,InsurTech,15,7.73,5,100.0,1709,Founder_0455,1.3,8,4.85,29,synthetic,Startup_0455,522782
2019,6.5,5,1.0,2,Raised $14.2M in recent funding round,Innovative agritech startup addressing digital payment in Tanzania,SYNTH_0456,Digital Payment,"Operating in 2 countries, 22 team members",Tanzania,6.9,98284004,6.76,4518924,AgriTech,12,7.17,11,94.65,564,Founder_0456,20.0,10,6.55,22,synthetic,Startup_0456,14192083
2021,7.9,9,1.0,3,Raised $1.6M in recent funding round,Innovative blockchain startup addressing energy access in Tanzania,SYNTH_0457,Energy Access,"Operating in 3 countries, 32 team members",Tanzania,4.6,5107495,8.41,23362710,Blockchain,69,7.83,5,85.34,47711,Founder_0457,14.4,5,7.76,32,synthetic,Startup_0457,1647499
2015,7.8,11,0.7,4,Raised $18.7M in recent funding round,Innovative edtech startup addressing women empowerment in Rwanda,SYNTH_0458,Women Empowerment,"Operating in 4 countries, 27 team members",Rwanda,8.1,167251604,5.12,4203936,EdTech,9,8.57,8,59.87,7110,Founder_0458,4.0,5,6.84,27,synthetic,Startup_0458,18708016
2017,9.0,9,1.0,2,Raised $1.6M in recent funding round,Innovative logistech startup addressing financial inclusion in Nigeria,SYNTH_0459,Financial Inclusion,"Operating in 2 countries, 31 team members",Nigeria,5.9,15597501,7.18,12133561,LogisTech,66,8.35,10,100.0,14275,Founder_0459,4.2,9,6.88,31,synthetic,Startup_0459,1645153
2021,8.8,2,0.5,3,Raised $4.7M in recent funding round,Innovative agritech startup addressing youth employment in Tanzania,SYNTH_0460,Youth Employment,"Operating in 3 countries, 27 team members",Tanzania,6.0,33557295,6.28,77706741,AgriTech,21,8.96,6,68.89,12418,Founder_0460,0.8,4,6.11,27,synthetic,Startup_0460,4725597
2015,8.9,13,0.9,2,Raised $1.1M in recent funding round,Innovative e-commerce startup addressing agricultural efficiency in South Africa,SYNTH_0461,Agricultural Efficiency,"Operating in 2 countries, 25 team members",South Africa,7.5,10517694,10.0,13094541,E-commerce,83,5.09,4,67.17,129958,Founder_0461,6.9,3,7.09,25,synthetic,Startup_0461,1075812
2021,7.6,11,1.0,4,Raised $5.6M in recent funding round,Innovative healthtech startup addressing youth employment in Ghana,SYNTH_0462,Youth Employment,"Operating in 4 countries, 33 team members",Ghana,7.7,36271536,7.81,794977,HealthTech,99,7.68,12,100.0,4526,Founder_0462,1.8,5,6.45,33,synthetic,Startup_0462,5608614
2020,4.3,8,0.6,7,Raised $1.0M in recent funding round,Innovative logistech startup addressing agricultural efficiency in South Africa,SYNTH_0463,Agricultural Efficiency,"Operating in 7 countries, 35 team members",South Africa,7.1,3809710,7.65,6042407,LogisTech,21,6.79,5,100.0,82216,Founder_0463,2.7,7,6.88,35,synthetic,Startup_0463,1018021
2023,6.9,10,0.8,1,Raised $2.8M in recent funding round,Innovative logistech startup addressing agricultural efficiency in Rwanda,SYNTH_0464,Agricultural Efficiency,"Operating in 1 countries, 32 team members",Rwanda,4.9,22097445,7.21,14164767,LogisTech,23,7.6,7,57.97,551,Founder_0464,1.3,3,4.47,32,synthetic,Startup_0464,2752094
2015,6.9,11,0.4,1,Raised $1.1M in recent funding round,Innovative ai/ml startup addressing rural connectivity in Rwanda,SYNTH_0465,Rural Connectivity,"Operating in 1 countries, 16 team members",Rwanda,9.4,5203088,7.81,5538376,AI/ML,18,7.15,10,100.0,1878,Founder_0465,6.0,10,7.36,16,synthetic,Startup_0465,1139305
2021,6.4,4,0.7,1,Raised $7.7M in recent funding round,Innovative logistech startup addressing financial inclusion in Rwanda,SYNTH_0466,Financial Inclusion,"Operating in 1 countries, 21 team members",Rwanda,7.1,51628193,6.49,1836284,LogisTech,40,7.05,9,43.17,81648,Founder_0466,9.3,8,6.59,21,synthetic,Startup_0466,7668448
2016,7.9,9,0.7,2,Raised $2.5M in recent funding round,Innovative blockchain startup addressing digital payment in South Africa,SYNTH_0467,Digital Payment,"Operating in 2 countries, 26 team members",South Africa,6.5,19523764,6.51,67407738,Blockchain,52,6.72,9,67.95,1612,Founder_0467,12.8,7,6.21,26,synthetic,Startup_0467,2497968
2018,7.9,6,0.8,2,Raised $0.4M in recent funding round,Innovative healthtech startup addressing digital payment in South Africa,SYNTH_0468,Digital Payment,"Operating in 2 countries, 16 team members",South Africa,5.3,1951250,8.55,15107670,HealthTech,43,9.94,9,70.91,448,Founder_0468,0.9,4,5.59,16,synthetic,Startup_0468,354325
2021,9.8,9,0.6,1,Raised $0.8M in recent funding round,Innovative e-commerce startup addressing education gap in Cameroon,SYNTH_0469,Education Gap,"Operating in 1 countries, 32 team members",Cameroon,5.4,2622357,9.78,133474825,E-commerce,47,6.55,9,65.06,843,Founder_0469,1.5,3,7.4,32,synthetic,Startup_0469,789930
2020,6.2,7,0.5,1,Raised $8.5M in recent funding round,Innovative ai/ml startup addressing youth employment in Rwanda,SYNTH_0470,Youth Employment,"Operating in 1 countries, 26 team members",Rwanda,6.2,51373713,8.12,135076,AI/ML,26,8.98,14,67.51,154,Founder_0470,1.4,5,7.48,26,synthetic,Startup_0470,8464562
2019,5.1,8,0.5,1,Raised $4.0M in recent funding round,Innovative fintech startup addressing women empowerment in Ghana,SYNTH_0471,Women Empowerment,"Operating in 1 countries, 21 team members",Ghana,5.9,16196063,8.37,12188257,FinTech,53,9.86,5,77.66,12617,Founder_0471,13.1,8,5.77,21,synthetic,Startup_0471,4033123
2017,7.9,8,0.5,1,Raised $8.7M in recent funding round,Innovative insurtech startup addressing supply chain in South Africa,SYNTH_0472,Supply Chain,"Operating in 1 countries, 29 team members",South Africa,6.5,64682314,6.74,11426836,InsurTech,37,6.91,5,55.27,1666,Founder_0472,2.2,5,7.55,29,synthetic,Startup_0472,8727323
2022,6.0,4,0.6,3,Raised $4.7M in recent funding round,Innovative agritech startup addressing supply chain in Tanzania,SYNTH_0473,Supply Chain,"Operating in 3 countries, 23 team members",Tanzania,7.3,32554537,7.93,1121817,AgriTech,33,7.81,10,100.0,21590,Founder_0473,7.5,5,5.92,23,synthetic,Startup_0473,4710126
2022,5.5,8,0.8,4,Raised $1.0M in recent funding round,Innovative ai/ml startup addressing rural connectivity in Zimbabwe,SYNTH_0474,Rural Connectivity,"Operating in 4 countries, 22 team members",Zimbabwe,9.4,9444735,5.42,18607569,AI/ML,51,9.18,8,89.44,2242,Founder_0474,0.1,5,6.89,22,synthetic,Startup_0474,1019293
2018,5.4,7,0.8,1,Raised $5.4M in recent funding round,Innovative blockchain startup addressing healthcare access in Cameroon,SYNTH_0475,Healthcare Access,"Operating in 1 countries, 37 team members",Cameroon,3.0,27405468,7.37,7116601,Blockchain,97,7.89,8,100.0,11612,Founder_0475,13.4,2,7.57,37,synthetic,Startup_0475,5371710
2016,6.8,5,0.4,3,Raised $47.8M in recent funding round,Innovative healthtech startup addressing women empowerment in Zimbabwe,SYNTH_0476,Women Empowerment,"Operating in 3 countries, 23 team members",Zimbabwe,7.0,253601799,6.51,1158265,HealthTech,51,6.99,10,96.07,2538,Founder_0476,7.9,7,9.21,23,synthetic,Startup_0476,47754827
2021,8.6,7,0.7,3,Raised $0.4M in recent funding round,Innovative cleantech startup addressing financial inclusion in Zimbabwe,SYNTH_0477,Financial Inclusion,"Operating in 3 countries, 15 team members",Zimbabwe,6.0,1781365,6.26,41485318,CleanTech,16,7.31,5,100.0,1396,Founder_0477,0.9,3,8.2,15,synthetic,Startup_0477,435239
2022,4.7,5,0.6,1,Raised $8.5M in recent funding round,Innovative blockchain startup addressing energy access in Uganda,SYNTH_0478,Energy Access,"Operating in 1 countries, 27 team members",Uganda,4.7,29431203,8.64,96374371,Blockchain,21,9.12,7,60.01,12590,Founder_0478,4.2,7,5.11,27,synthetic,Startup_0478,8501105
2023,7.8,6,0.8,1,Raised $10.6M in recent funding round,Innovative insurtech startup addressing rural connectivity in Senegal,SYNTH_0479,Rural Connectivity,"Operating in 1 countries, 29 team members",Senegal,4.3,42125756,5.96,27382420,InsurTech,27,8.9,7,100.0,13324,Founder_0479,3.1,2,6.37,29,synthetic,Startup_0479,10632798
